time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17:30:41:5440,-0.3619,9.5665,-0.9435,9.620
17:30:41:5620,4.8383,10.9716,1.0236,12.035
17:30:41:5649,5.3556,11.0480,1.0445,12.322
17:30:41:5740,5.9483,11.1771,0.2137,12.663
17:30:41:5840,5.7622,11.2248,-0.2518,12.620
17:30:41:5960,4.4569,11.1348,1.4290,12.079
17:30:41:6050,2.9170,10.9670,2.9306,11.721
17:30:41:6150,1.8524,10.7876,3.4692,11.482
17:30:41:6240,1.1264,10.8516,2.7916,11.261
17:30:41:6380,-0.7363,11.2988,-0.8635,11.356
17:30:41:6440,-2.9302,11.7496,-1.4426,12.195
17:30:41:6540,-4.7005,12.4897,0.4926,13.354
17:30:41:6640,-4.9502,12.8540,-0.1527,13.775
17:30:41:6810,-2.3430,12.8617,-2.1645,13.251
17:30:41:6840,-1.2952,12.6828,-1.8300,12.879
17:30:41:6949,1.5919,12.0014,0.6385,12.123
17:30:41:7050,3.9881,11.1754,2.8718,12.208
17:30:41:7210,4.9985,10.4628,2.5511,11.873
17:30:41:7240,5.0080,10.3142,2.5334,11.742
17:30:41:7350,3.3787,9.1718,2.1190,10.001
17:30:41:7440,3.1406,7.9231,1.2427,8.613
17:30:41:7620,3.9861,6.0211,-6.9804,10.043
17:30:41:7640,4.1592,5.2011,-9.6212,11.701
17:30:41:7740,4.4627,2.9020,-12.6612,13.735
17:30:41:7840,3.6683,1.1694,-8.6259,9.446
17:30:41:7960,0.5104,1.6524,10.3114,10.455
17:30:41:8050,-0.8426,1.7172,17.0960,17.203
17:30:41:8149,-8.1747,-1.9143,4.3548,9.458
17:30:41:8230,-21.9988,-10.1303,-6.5903,25.100
17:30:41:8360,-29.7860,-17.3586,-5.4586,34.904
17:30:41:8430,-26.9483,-21.2866,-4.1219,34.588
17:30:41:8540,-19.6354,-37.6426,-1.9931,42.503
17:30:41:8630,-7.2965,-40.6172,-2.3429,41.334
17:30:41:8790,-8.4692,-33.5226,-5.3867,34.993
17:30:41:8840,-10.3668,-30.6389,-4.2832,32.628
17:30:41:8950,-10.0475,-22.2826,-1.7954,24.509
17:30:41:9030,-9.1729,-14.3520,0.4594,17.039
17:30:41:9200,-9.3210,-14.2946,0.3979,17.070
17:30:41:9220,-6.6528,-6.1316,0.5276,9.063
17:30:41:9340,-5.0226,-3.9136,-0.2348,6.372
17:30:41:9440,-1.9451,0.1173,-0.8403,2.122
17:30:41:9640,-0.8282,7.0177,-1.0049,7.137
17:30:41:9660,-0.9156,7.0441,-1.0224,7.177
17:30:41:9750,2.2968,10.1616,-2.3565,10.681
17:30:41:9850,4.7214,11.1537,-1.6495,12.224
17:30:41:9960,5.9268,11.4252,-1.2078,12.928
17:30:42:0050,6.0751,11.1270,-1.1445,12.729
17:30:42:0150,5.6699,10.4187,-0.6633,11.880
17:30:42:0240,4.3249,9.3653,0.0506,10.316
17:30:42:0360,2.2823,8.6537,0.1796,8.951
17:30:42:0450,1.6195,8.5816,0.0634,8.733
17:30:42:0550,1.0516,8.6252,-0.3399,8.696
17:30:42:0640,0.6850,8.7022,-0.7546,8.762
17:30:42:0810,0.4223,9.7730,-1.1439,9.849
17:30:42:0830,0.2749,9.9247,-1.0869,9.988
17:30:42:0950,0.0575,10.2351,-0.4033,10.243
17:30:42:1050,-0.3898,10.3288,0.4063,10.344
17:30:42:1220,-0.9598,10.3096,1.4415,10.454
17:30:42:1250,-1.1851,10.2653,1.8321,10.495
17:30:42:1350,-1.4745,10.2094,2.7029,10.664
17:30:42:1440,-1.6892,10.3136,2.9968,10.872
17:30:42:1620,-1.6722,10.5342,3.3170,11.170
17:30:42:1640,-1.7312,10.5158,3.2296,11.136
17:30:42:1739,-1.7494,10.4632,3.0435,11.036
17:30:42:1850,-1.6492,10.4553,2.9086,10.977
17:30:42:1960,-1.4731,10.3461,2.5402,10.755
17:30:42:2039,0.5849,10.8850,-3.4089,11.421
17:30:42:2140,-0.3552,8.5943,-2.6984,9.015
17:30:42:2250,-3.9714,7.8513,4.7531,10.000
17:30:42:2370,-7.3905,5.3993,10.0495,13.593
17:30:42:2430,-9.2524,2.5623,12.1987,15.524
17:30:42:2550,-18.1030,-17.9006,10.4335,27.514
17:30:42:2640,-13.2584,-59.6417,-2.0855,61.133
17:30:42:2819,-5.9058,-68.3242,-17.3796,70.747
17:30:42:2849,-3.2617,-61.6088,-14.6086,63.401
17:30:42:2940,3.4223,-32.1876,0.3335,32.371
17:30:42:3040,4.0660,-15.6521,5.9792,17.242
17:30:42:3210,0.4633,1.1968,-2.5668,2.870
17:30:42:3230,-1.2313,2.2592,-3.5401,4.376
17:30:42:3370,-7.1851,4.1171,-4.0848,9.234
17:30:42:3439,-8.9457,5.0547,-3.1653,10.751
17:30:42:3600,-4.0296,7.2833,-1.3579,8.434
17:30:42:3630,-3.0923,7.6981,-1.3858,8.411
17:30:42:3740,-0.4056,9.6627,-3.2970,10.218
17:30:42:3840,3.1451,11.0943,-4.1021,12.239
17:30:42:3960,5.6467,12.1184,0.6815,13.387
17:30:42:4040,6.7408,12.1808,-0.0004,13.922
17:30:42:4150,6.2981,11.9327,0.9752,13.528
17:30:42:4240,5.6323,11.7453,3.2454,13.424
17:30:42:4350,4.4538,11.6938,4.2446,13.214
17:30:42:4430,3.5412,11.7440,4.3794,13.025
17:30:42:4550,1.8913,11.7735,3.5738,12.448
17:30:42:4640,-0.1998,11.9432,2.3649,12.177
17:30:42:4800,-3.5261,12.4987,0.1074,12.987
17:30:42:4840,-4.1515,12.6557,0.5077,13.329
17:30:42:4930,-4.1165,12.8135,1.0359,13.498
17:30:42:5040,-1.5986,12.6850,1.0344,12.827
17:30:42:5210,2.2958,11.9321,0.4374,12.159
17:30:42:5240,3.3374,11.5537,0.4185,12.033
17:30:42:5350,5.4890,10.7881,0.3743,12.110
17:30:42:5450,7.2927,10.0999,0.2540,12.460
17:30:42:5629,4.6178,7.6838,-0.8300,9.003
17:30:42:5649,4.7829,7.6256,-0.6515,9.025
17:30:42:5760,0.9988,6.4610,-5.3898,8.473
17:30:42:5830,-1.5792,5.1572,-11.0488,12.295
17:30:42:5960,-1.9479,3.0272,-14.8431,15.273
17:30:42:6040,-2.1819,2.0627,-3.1858,4.378
17:30:42:6140,-3.5325,1.5282,11.9893,12.592
17:30:42:6240,-7.0766,-1.2794,12.9394,14.803
17:30:42:6360,-18.2973,-12.6421,-9.6566,24.246
17:30:42:6440,-21.4192,-16.4307,-4.2632,27.330
17:30:42:6540,-18.5717,-15.2325,4.1604,24.377
17:30:42:6640,-17.4076,-29.3330,1.5013,34.142
17:30:42:6810,1.0244,-35.6538,-2.9321,35.789
17:30:42:6840,2.6433,-35.3820,-2.1475,35.546
17:30:42:6939,-5.9683,-31.5165,0.8415,32.088
17:30:42:7050,-12.0888,-25.5751,1.3501,28.320
17:30:42:7230,-11.6488,-12.6646,0.1268,17.208
17:30:42:7260,-11.6012,-11.3387,-0.4508,16.228
17:30:42:7340,-10.2244,-7.4586,-1.4147,12.735
17:30:42:7440,-7.4947,-4.4815,-1.4760,8.856
17:30:42:7640,-1.6034,1.3791,0.0038,2.115
17:30:42:7660,-1.6888,1.4062,-0.0042,2.198
17:30:42:7740,-0.4999,5.4476,-0.1605,5.473
17:30:42:7850,1.5980,8.3868,-0.9272,8.588
17:30:42:7970,3.4277,10.1984,0.0973,10.759
17:30:42:8040,3.8629,10.5217,0.2230,11.211
17:30:42:8149,3.8476,10.6135,-0.2873,11.293
17:30:42:8240,3.4300,10.4380,-0.8411,11.019
17:30:42:8380,2.0874,9.7468,-1.1227,10.031
17:30:42:8440,1.2581,9.3955,-1.0615,9.539
17:30:42:8530,1.0575,9.2448,-0.7501,9.335
17:30:42:8650,1.3990,9.4975,-0.3989,9.608
17:30:42:8820,1.4784,10.1957,-0.0761,10.303
17:30:42:8840,1.3940,10.3022,-0.0220,10.396
17:30:42:8940,1.3781,10.4336,-0.2822,10.528
17:30:42:9040,1.3199,10.3936,-0.5028,10.489
17:30:42:9220,0.5698,10.3287,0.3405,10.350
17:30:42:9240,0.3214,10.3060,0.6972,10.335
17:30:42:9350,-0.0765,10.3466,1.2952,10.428
17:30:42:9440,-0.1894,10.3312,1.9861,10.522
17:30:42:9620,-0.3955,10.3281,3.9123,11.051
17:30:42:9650,-0.5317,10.2916,4.4418,11.222
17:30:42:9750,-0.3036,10.2796,5.2144,11.531
17:30:42:9840,0.1099,10.2155,5.2076,11.467
17:30:42:9980,0.0925,10.1074,4.4171,11.031
17:30:43:0050,0.0285,9.9614,3.6995,10.626
17:30:43:0140,0.4563,10.0005,-1.8199,10.175
17:30:43:0250,0.9765,7.6423,-6.8360,10.300
17:30:43:0360,-0.8849,7.7522,4.0450,8.789
17:30:43:0450,-2.3430,6.9037,9.3051,11.821
17:30:43:0550,-4.4672,3.9914,12.6359,13.984
17:30:43:0640,-22.7117,-31.9075,14.3427,41.709
17:30:43:0810,-14.3286,-68.3334,-25.8714,74.459
17:30:43:0850,-16.4755,-63.7309,-30.1449,72.400
17:30:43:0940,-7.7126,-46.5235,-11.6791,48.583
17:30:43:1060,1.8577,-32.0741,6.8010,32.840
17:30:43:1200,7.0832,-12.0723,4.2773,14.636
17:30:43:1230,6.6278,-8.9845,2.6592,11.477
17:30:43:1340,2.8184,-3.3516,1.4827,4.623
17:30:43:1450,-0.5708,-0.6999,1.1744,1.482
17:30:43:1600,-5.7218,3.2397,-6.7803,9.445
17:30:43:1630,-5.7926,3.3311,-6.9279,9.625
17:30:43:1729,-5.8447,3.6697,-6.7232,9.635
17:30:43:1830,-5.6580,4.1787,-6.3613,9.484
17:30:43:1950,-5.1141,4.9344,-5.8762,9.221
17:30:43:2060,-4.3219,5.7558,-5.1582,8.855
17:30:43:2130,-3.3333,6.6527,-4.3834,8.636
17:30:43:2230,-2.1553,7.6330,-3.3693,8.617
17:30:43:2360,-0.9865,8.4566,-1.9951,8.745
17:30:43:2440,0.0104,9.0855,-0.8260,9.123
17:30:43:2530,0.8092,9.5753,-0.0672,9.610
17:30:43:2630,1.3388,9.9483,0.2870,10.042
17:30:43:2790,1.1050,10.2954,0.2835,10.358
17:30:43:2819,0.6319,10.6335,0.1139,10.653
17:30:43:2930,-0.2693,11.0526,-0.2948,11.060
17:30:43:3030,-1.1101,11.4655,-0.5988,11.535
17:30:43:3200,-1.2855,11.7557,-0.7070,11.847
17:30:43:3220,-1.2078,11.9342,-0.7849,12.021
17:30:43:3360,-0.7408,11.9290,-0.9102,11.987
17:30:43:3430,0.1002,11.7076,-0.8444,11.738
17:30:43:3600,1.4280,11.1701,0.0295,11.261
17:30:43:3620,2.5305,10.7094,0.7685,11.031
17:30:43:3730,3.3008,10.2175,1.4139,10.830
17:30:43:3830,3.6125,9.7340,1.8278,10.542
17:30:43:3950,3.7733,9.2506,2.1878,10.227
17:30:43:4030,3.9794,8.8003,2.5217,9.982
17:30:43:4130,4.2054,8.3776,2.3715,9.669
17:30:43:4230,4.4513,7.8178,1.3775,9.101
17:30:43:4360,4.6313,6.8259,-0.4141,8.259
17:30:43:4430,4.3824,5.6430,-1.1986,7.245
17:30:43:4530,3.0937,4.6198,2.1716,5.969
17:30:43:4640,1.4859,3.5465,5.6774,6.857
17:30:43:4800,-3.7903,0.6199,2.1043,4.379
17:30:43:4860,-8.3794,-2.1682,-0.4813,8.669
17:30:43:4930,-11.9865,-5.5756,-1.4849,13.303
17:30:43:5030,-14.1190,-8.8191,-2.1971,16.791
17:30:43:5190,-12.6994,-14.7189,-3.1981,19.702
17:30:43:5220,-10.9738,-19.7063,-3.8830,22.888
17:30:43:5330,-8.5566,-23.3800,-3.8854,25.198
17:30:43:5420,-7.0373,-24.2407,-2.6618,25.382
17:30:43:5600,-6.8304,-21.7499,-1.5835,22.852
17:30:43:5620,-6.9175,-19.3708,-0.9822,20.592
17:30:43:5740,-7.7174,-16.3462,-1.0399,18.106
17:30:43:5830,-8.4978,-13.1957,-1.2378,15.744
17:30:43:5950,-8.3796,-10.1930,-1.1516,13.245
17:30:43:6030,-7.7733,-7.7046,-0.7353,10.969
17:30:43:6130,-7.2285,-5.2332,-0.2368,8.927
17:30:43:6240,-6.0750,-2.9080,-0.5799,6.760
17:30:43:6350,-4.6225,-0.6178,-0.8976,4.749
17:30:43:6430,-3.3583,1.4196,-1.2732,3.862
17:30:43:6530,-2.2755,3.1893,-1.7192,4.278
17:30:43:6620,-1.3523,4.5837,-2.1786,5.252
17:30:43:6790,-0.6798,5.4849,-2.4220,6.034
17:30:43:6820,-0.1610,6.1748,-2.5111,6.668
17:30:43:6929,0.3108,6.7039,-2.4695,7.151
17:30:43:7030,0.8635,7.1644,-2.4286,7.614
17:30:43:7200,1.4182,7.6630,-2.3879,8.151
17:30:43:7220,1.3685,7.6473,-2.1760,8.068
17:30:43:7340,2.1210,8.3962,-2.0925,8.909
17:30:43:7430,2.2390,8.6729,-1.3380,9.057
17:30:43:7600,1.8141,8.9912,0.5418,9.188
17:30:43:7630,1.4672,9.2494,1.9965,9.575
17:30:43:7730,1.1849,9.4626,2.9547,9.984
17:30:43:7840,1.0008,9.6095,3.5064,10.278
17:30:43:7940,0.9173,9.7032,3.6948,10.423
17:30:43:8030,0.8650,9.7530,3.6774,10.459
17:30:43:8120,0.8091,9.7799,3.5749,10.444
17:30:43:8220,0.7546,9.7886,3.4423,10.404
17:30:43:8340,0.7225,9.8041,3.2635,10.358
17:30:43:8420,0.7134,9.8273,3.0712,10.321
17:30:43:8520,0.7633,9.8324,2.7563,10.240
17:30:43:8620,1.4796,9.5051,-0.5791,9.637
17:30:43:8780,1.1041,9.2951,0.4756,9.373
17:30:43:8820,0.6789,9.0637,1.6428,9.236
17:30:43:8930,-0.0367,8.6022,2.6015,8.987
17:30:43:9020,-2.7516,5.9931,3.2312,7.344
17:30:43:9190,-8.0277,-5.7100,-0.1469,9.852
17:30:43:9230,-11.8624,-15.9984,-1.9358,20.010
17:30:43:9330,-11.4226,-23.4476,-2.3937,26.191
17:30:43:9440,-8.8202,-26.2338,-2.9073,27.829
17:30:43:9620,-5.6356,-25.0154,-2.4390,25.758
17:30:43:9640,-3.2763,-23.9268,-2.5489,24.284
17:30:43:9720,-1.8384,-22.7095,-3.8202,23.102
17:30:43:9820,-0.8247,-21.1014,-4.7170,21.638
17:30:43:9940,0.1191,-18.6240,-5.0707,19.302
17:30:44:0020,0.2138,-15.6152,-5.4827,16.551
17:30:44:0130,-1.3630,-12.3633,-6.0746,13.842
17:30:44:0230,-3.5193,-9.4447,-6.0591,11.760
17:30:44:0350,-5.0197,-6.9297,-4.9498,9.885
17:30:44:0420,-5.7925,-4.3895,-3.8510,8.225
17:30:44:0520,-5.7476,-1.7741,-3.1218,6.777
17:30:44:0620,-4.8675,0.6324,-2.5770,5.544
17:30:44:0790,-3.5917,2.6752,-1.7870,4.822
17:30:44:0820,-2.5050,4.3187,-1.2090,5.137
17:30:44:0920,-1.3374,5.6342,-1.2101,5.916
17:30:44:1019,-0.2597,6.6818,-1.3345,6.819
17:30:44:1190,0.3740,7.5287,-0.9480,7.597
17:30:44:1220,0.8273,8.2090,-0.5557,8.269
17:30:44:1330,0.9414,8.7423,-0.1651,8.794
17:30:44:1419,0.7523,9.2248,0.0479,9.256
17:30:44:1590,0.3150,9.7346,0.1796,9.741
17:30:44:1620,0.0228,10.1360,0.3214,10.141
17:30:44:1719,0.0745,10.4243,0.5194,10.437
17:30:44:1820,0.3956,10.5937,0.7792,10.630
17:30:44:1940,0.8274,10.7038,0.8931,10.773
17:30:44:2020,1.1782,10.7909,0.8057,10.885
17:30:44:2120,1.5228,10.8523,0.7218,10.982
17:30:44:2230,2.0382,10.7921,1.0114,11.029
17:30:44:2340,2.5441,10.5954,1.4395,10.991
17:30:44:2420,2.7752,10.3030,1.6791,10.802
17:30:44:2530,2.8830,9.9734,1.6547,10.513
17:30:44:2620,3.4216,9.5460,1.4003,10.237
17:30:44:2790,4.4856,8.8968,0.8253,9.998
17:30:44:2819,5.4013,8.3185,0.3044,9.923
17:30:44:2920,6.0508,7.7321,-0.4046,9.827
17:30:44:3020,5.9715,7.0680,-1.3320,9.348
17:30:44:3200,4.7213,6.1290,-3.4057,8.453
17:30:44:3220,4.7428,6.0850,-3.2186,8.359
17:30:44:3320,0.3899,4.2504,-3.5897,5.577
17:30:44:3420,-2.4703,3.3534,1.1331,4.316
17:30:44:3600,-9.0882,-0.1354,-1.9637,9.299
17:30:44:3620,-14.8481,-3.4355,-5.5313,16.213
17:30:44:3720,-18.3213,-6.7438,-5.0189,20.158
17:30:44:3820,-18.1963,-9.2370,-2.5972,20.571
17:30:44:3930,-15.5220,-13.1261,-2.8453,20.526
17:30:44:4020,-12.1203,-16.9973,-4.0074,21.257
17:30:44:4120,-9.5924,-20.0020,-4.0713,22.554
17:30:44:4220,-9.0052,-22.1005,-3.6420,24.141
17:30:44:4350,-9.5292,-22.0303,-2.9144,24.179
17:30:44:4420,-9.8378,-20.6374,-2.7327,23.025
17:30:44:4520,-9.9622,-18.4524,-3.0655,21.193
17:30:44:4620,-9.7628,-15.7880,-3.3977,18.871
17:30:44:4790,-8.9614,-12.2556,-3.0001,15.476
17:30:44:4820,-8.1313,-9.0967,-2.6710,12.490
17:30:44:4930,-6.8676,-5.7433,-2.3933,9.267
17:30:44:5020,-5.1808,-2.4818,-1.9267,6.059
17:30:44:5190,-3.1371,0.3652,-1.1160,3.350
17:30:44:5220,-1.4974,2.6100,-0.4406,3.041
17:30:44:5320,-0.1009,4.2505,0.0736,4.252
17:30:44:5420,0.9558,5.4311,0.3871,5.528
17:30:44:5600,1.4542,6.2877,0.4897,6.472
17:30:44:5620,1.7072,6.9880,0.5240,7.213
17:30:44:5719,1.6471,7.5477,0.4294,7.737
17:30:44:5820,1.4277,8.0124,0.2223,8.142
17:30:44:5950,1.0757,8.4192,0.0378,8.488
17:30:44:6020,0.6829,8.7736,-0.0922,8.801
17:30:44:6130,0.2650,9.0792,-0.1733,9.085
17:30:44:6220,-0.2508,9.3446,-0.2630,9.352
17:30:44:6340,-0.8473,9.5927,-0.3355,9.636
17:30:44:6420,-1.3708,9.7909,-0.3602,9.893
17:30:44:6520,-1.7914,9.9520,-0.2682,10.116
17:30:44:6620,-2.0687,10.0694,0.0007,10.280
17:30:44:6790,-2.0385,10.1099,0.8820,10.351
17:30:44:6820,-1.9615,10.1281,1.6506,10.448
17:30:44:6939,-1.7845,10.1218,2.3106,10.534
17:30:44:7030,-1.6611,10.1227,2.8432,10.645
17:30:44:7190,-1.5552,10.1299,3.3612,10.786
17:30:44:7220,-1.4735,10.1375,3.7883,10.922
17:30:44:7330,-1.3446,10.1014,4.2110,11.026
17:30:44:7420,-1.0877,9.9101,4.3570,10.880
17:30:44:7590,-1.2561,9.0086,5.3402,10.548
17:30:44:7620,-1.4948,8.2796,6.2570,10.485
17:30:44:7720,-2.1442,7.4768,6.8337,10.354
17:30:44:7820,-4.5645,-0.0303,6.2673,7.753
17:30:44:7940,-7.8359,-13.6647,3.7182,16.185
17:30:44:8020,-7.5622,-24.6250,-0.8827,25.775
17:30:44:8120,-2.7097,-30.3553,-5.4085,30.952
17:30:44:8220,0.6194,-29.4590,-4.6128,29.824
17:30:44:8340,1.0930,-25.3106,-2.0889,25.420
17:30:44:8420,0.3933,-20.7070,-0.7704,20.725
17:30:44:8520,-1.1419,-16.2382,-1.2015,16.323
17:30:44:8620,-3.1269,-12.5150,-2.0488,13.061
17:30:44:8790,-4.3691,-9.1120,-2.1035,10.322
17:30:44:8820,-5.0141,-6.2470,-2.0368,8.265
17:30:44:8930,-4.7379,-3.6397,-2.0049,6.302
17:30:44:9020,-4.0253,-1.3482,-1.8404,4.627
17:30:44:9190,-2.8232,1.2311,-1.3278,3.354
17:30:44:9220,-1.7252,3.3479,-0.8198,3.854
17:30:44:9320,-0.2591,5.0686,-0.2812,5.083
17:30:44:9420,1.2548,6.4095,0.2906,6.538
17:30:44:9600,1.3482,6.3843,0.4227,6.539
17:30:44:9620,3.5775,8.2639,1.4718,9.124
17:30:44:9720,4.1727,8.9205,1.8206,10.015
17:30:44:9820,4.3773,9.4550,2.0382,10.617
17:30:44:9940,4.1567,9.8880,2.1789,10.945
17:30:45:0020,3.6781,10.2338,2.1913,11.093
17:30:45:0120,3.0209,10.4757,2.0459,11.093
17:30:45:0220,2.2501,10.6597,1.7327,11.032
17:30:45:0350,1.4947,10.8465,1.2790,11.023
17:30:45:0420,0.8665,11.0245,0.8907,11.094
17:30:45:0520,0.4094,11.1533,0.8314,11.192
17:30:45:0620,0.3777,11.1514,1.0627,11.208
17:30:45:0780,0.9404,10.9045,1.6080,11.062
17:30:45:0820,1.4300,10.6239,2.1564,10.934
17:30:45:0930,1.5399,10.1952,2.6405,10.644
17:30:45:1019,1.0477,9.6318,2.6721,10.050
17:30:45:1190,-0.3877,8.7768,0.8074,8.822
17:30:45:1220,-1.5950,7.9592,-1.1249,8.195
17:30:45:1320,-2.9286,6.6691,-3.6260,8.136
17:30:45:1419,-3.6569,5.1905,-2.8359,6.954
17:30:45:1600,-4.4189,2.0158,-2.4403,5.436
17:30:45:1620,-5.1986,-1.0103,-2.9108,6.043
17:30:45:1719,-6.5778,-4.3956,-4.1057,8.913
17:30:45:1820,-8.4895,-7.4764,-2.8165,11.658
17:30:45:1930,-8.7497,-8.9865,-0.6440,12.559
17:30:45:2020,-8.1266,-9.8539,0.0730,12.773
17:30:45:2130,-7.6421,-13.4711,-0.3877,15.493
17:30:45:2230,-7.4103,-17.6826,-0.9492,19.196
17:30:45:2350,-8.9162,-20.6992,-1.4451,22.584
17:30:45:2420,-10.0901,-21.0841,-1.8749,23.449
17:30:45:2520,-10.2632,-19.7689,-2.2614,22.389
17:30:45:2620,-10.0111,-17.4609,-2.4364,20.274
17:30:45:2790,-9.2499,-13.9325,-2.3892,16.893
17:30:45:2819,-8.5413,-10.7723,-2.3205,13.942
17:30:45:2920,-7.1419,-7.6165,-2.0881,10.648
17:30:45:3020,-6.0632,-4.4886,-1.7141,7.736
17:30:45:3190,-4.6334,-1.5071,-1.7177,5.166
17:30:45:3220,-3.3475,0.9501,-1.7064,3.876
17:30:45:3330,-1.9597,3.0224,-1.6152,3.948
17:30:45:3420,-0.8005,4.6557,-1.5058,4.958
17:30:45:3600,-0.1498,5.5882,-1.3781,5.758
17:30:45:3620,0.3099,6.2960,-1.2497,6.426
17:30:45:3720,0.6041,6.7451,-1.1151,6.863
17:30:45:3820,0.7781,7.0560,-1.0363,7.174
17:30:45:3940,0.8999,7.3824,-1.0489,7.511
17:30:45:4020,0.9606,7.7506,-1.1118,7.889
17:30:45:4120,0.9134,8.1201,-1.1432,8.251
17:30:45:4220,0.7623,8.4614,-1.0683,8.563
17:30:45:4340,0.5498,8.7714,-0.7632,8.822
17:30:45:4420,0.3527,9.0470,-0.3428,9.060
17:30:45:4520,0.2022,9.2894,0.1829,9.293
17:30:45:4620,0.1082,9.4889,0.8218,9.525
17:30:45:4790,0.0840,9.6320,1.5233,9.752
17:30:45:4820,0.0526,9.7413,2.0896,9.963
17:30:45:4920,0.0155,9.8077,2.6035,10.147
17:30:45:5020,-0.0810,9.8464,3.0580,10.311
17:30:45:5190,-0.3654,9.8773,3.3112,10.424
17:30:45:5220,-0.7023,9.9055,3.4423,10.510
17:30:45:5320,-1.1037,9.8342,3.3835,10.458
17:30:45:5420,-1.3438,9.3218,0.9945,9.471
17:30:45:5600,-1.9479,8.7378,1.8613,9.144
17:30:45:5620,-2.3399,8.2541,3.2206,9.164
17:30:45:5729,-2.9334,7.3301,5.2655,9.490
17:30:45:5820,-4.9086,2.5076,6.4585,8.491
17:30:45:5930,-9.1803,-11.3808,5.4842,15.617
17:30:45:6020,-9.4292,-22.7593,0.2769,24.637
17:30:45:6120,-5.9301,-26.0918,-3.9385,27.045
17:30:45:6220,-4.1834,-25.6923,-3.9628,26.331
17:30:45:6350,-3.4844,-23.5073,-2.7940,23.928
17:30:45:6420,-3.0970,-20.8126,-2.2133,21.158
17:30:45:6520,-3.0105,-17.7690,-2.4328,18.186
17:30:45:6620,-3.7335,-14.7046,-2.7667,15.421
17:30:45:6780,-5.0860,-11.5343,-3.1833,13.002
17:30:45:6820,-6.1258,-8.7949,-3.4511,11.260
17:30:45:6929,-6.4124,-6.0387,-3.4713,9.468
17:30:45:7020,-6.1635,-3.2206,-3.7054,7.880
17:30:45:7200,-5.2077,-0.2802,-3.6995,6.394
17:30:45:7230,-4.2840,2.1423,-3.5416,5.957
17:30:45:7330,-2.8040,4.2047,-2.7395,5.749
17:30:45:7440,-0.8502,5.6708,-1.5451,5.939
17:30:45:7630,0.8425,6.6854,-0.1045,6.739
17:30:45:7660,2.1390,7.4947,1.0476,7.864
17:30:45:7740,3.1478,8.1576,1.7645,8.920
17:30:45:7840,4.1057,8.7510,1.9150,9.854
17:30:45:7960,4.6363,9.3056,1.7071,10.536
17:30:45:8040,4.4889,9.7645,1.7441,10.888
17:30:45:8149,3.8062,10.1299,2.0146,11.007
17:30:45:8240,2.8876,10.4382,2.0940,11.031
17:30:45:8380,1.9911,10.6968,1.9592,11.056
17:30:45:8440,1.1959,10.9058,1.6614,11.096
17:30:45:8530,0.3356,11.1237,1.0689,11.180
17:30:45:8630,-0.5549,11.4176,0.3651,11.437
17:30:45:8810,-0.3503,11.4936,0.4074,11.506
17:30:45:8840,0.0772,11.4948,0.5590,11.509
17:30:45:8940,0.8795,11.2749,0.9130,11.346
17:30:45:9040,1.5313,10.8065,1.3356,10.996
17:30:45:9210,1.7859,9.9027,1.4923,10.173
17:30:45:9240,2.0013,9.0718,1.5108,9.412
17:30:45:9340,2.2187,8.1046,0.8713,8.448
17:30:45:9440,2.3127,6.9683,-1.0664,7.419
17:30:45:9620,1.0754,5.0346,-2.5126,5.729
17:30:45:9640,-0.2773,3.3006,-2.9746,4.452
17:30:45:9730,-2.7662,1.5129,-0.2673,3.164
17:30:45:9840,-6.6822,-0.9232,0.1010,6.746
17:30:45:9960,-13.2448,-5.4941,-3.2737,14.708
17:30:46:0040,-15.0743,-9.1526,-4.4455,18.187
17:30:46:0150,-12.1533,-11.4555,-3.2950,17.023
17:30:46:0240,-8.2629,-12.4656,-2.8394,15.223
17:30:46:0360,-4.7221,-12.4008,-3.0387,13.613
17:30:46:0429,-2.9447,-11.9495,-3.4893,12.792
17:30:46:0540,-3.1493,-11.5715,-3.4429,12.477
17:30:46:0630,-4.8166,-11.9860,-2.6201,13.181
17:30:46:0800,-7.0564,-14.5632,-2.9732,16.454
17:30:46:0820,-8.5650,-16.6223,-3.4616,19.017
17:30:46:0940,-9.0353,-17.6252,-3.9675,20.200
17:30:46:1030,-9.2342,-16.6800,-4.0703,19.495
17:30:46:1210,-9.4196,-13.2664,-3.1200,16.567
17:30:46:1240,-9.5067,-10.2036,-2.2634,14.128
17:30:46:1330,-8.8084,-6.6654,-1.6650,11.171
17:30:46:1440,-7.5190,-3.1720,-0.9798,8.219
17:30:46:1630,-7.6334,-3.1412,-0.9753,8.312
17:30:46:1650,-3.9916,2.3978,0.0298,4.657
17:30:46:1750,-2.2252,4.2093,0.3486,4.774
17:30:46:1840,-0.7869,5.5734,0.5728,5.658
17:30:46:1950,0.2344,6.5956,0.6893,6.636
17:30:46:2039,0.9231,7.3915,0.6803,7.480
17:30:46:2150,1.3519,8.0150,0.5441,8.146
17:30:46:2240,1.5215,8.4934,0.3591,8.636
17:30:46:2370,1.4339,8.8282,0.2212,8.947
17:30:46:2440,1.2158,9.0753,0.1290,9.157
17:30:46:2550,0.9169,9.2442,0.0993,9.290
17:30:46:2640,0.5608,9.3598,0.1141,9.377
17:30:46:2810,0.1647,9.4265,0.2921,9.432
