time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
17:30:07:5300,0.8634,9.4534,3.6910,10.185
17:30:07:5340,0.8852,9.6082,4.2181,10.531
17:30:07:5430,1.0056,9.7182,4.3002,10.675
17:30:07:5530,1.1890,9.8085,4.1077,10.700
17:30:07:5719,1.3919,9.9969,3.7887,10.781
17:30:07:5729,1.5499,10.1617,3.4981,10.858
17:30:07:5850,1.6969,10.2891,3.2376,10.919
17:30:07:5940,1.8658,10.3132,2.9658,10.892
17:30:07:6070,1.9103,9.8144,1.7188,10.145
17:30:07:6170,1.6822,9.4058,2.0559,9.774
17:30:07:6270,1.2147,7.8920,2.9436,8.510
17:30:07:6340,-2.4955,-3.7258,2.6547,5.211
17:30:07:6470,-8.0230,-16.6808,2.4063,18.666
17:30:07:6540,-9.6227,-26.8453,2.3360,28.613
17:30:07:6640,-6.5504,-29.7851,0.9632,30.512
17:30:07:6750,-2.4530,-28.0375,-3.0391,28.308
17:30:07:6909,-1.6801,-24.0603,-2.6630,24.265
17:30:07:6939,-1.6989,-20.5557,-1.8225,20.706
17:30:07:7050,-2.4116,-17.1965,-1.6012,17.438
17:30:07:7140,-3.4052,-13.9931,-3.0789,14.727
17:30:07:7340,-4.8143,-10.4194,-3.4917,11.997
17:30:07:7380,-4.6913,-10.4244,-3.4229,11.933
17:30:07:7450,-5.8762,-4.8660,-3.0159,8.204
17:30:07:7550,-5.0225,-2.3530,-2.3927,6.040
17:30:07:7710,-3.5669,0.2735,-0.8257,3.671
17:30:07:7740,-2.3134,2.4566,0.3535,3.393
17:30:07:7840,-0.9131,4.2412,0.8251,4.416
17:30:07:7940,0.3783,5.6094,0.9366,5.700
17:30:07:8050,1.4458,6.6662,1.1764,6.922
17:30:07:8139,2.2259,7.5012,1.6831,8.004
17:30:07:8240,2.7797,8.1689,2.2392,8.915
17:30:07:8340,3.1480,8.7329,2.5435,9.625
17:30:07:8460,3.2275,9.2690,2.1474,10.047
17:30:07:8530,3.1444,9.7479,1.6082,10.368
17:30:07:8640,2.9775,10.1388,1.4754,10.669
17:30:07:8740,2.8399,10.4520,1.6452,10.955
17:30:07:8910,2.7685,10.6982,1.7757,11.192
17:30:07:8950,2.7140,10.9060,1.9499,11.407
17:30:07:9040,2.7101,11.1456,2.0980,11.661
17:30:07:9150,2.7914,11.4085,2.3622,11.980
17:30:07:9320,3.0149,11.6124,2.4807,12.251
17:30:07:9350,3.1743,11.7703,2.4998,12.444
17:30:07:9440,3.2162,11.8456,2.2683,12.482
17:30:07:9540,3.1363,11.6118,1.8162,12.164
17:30:07:9730,3.0567,10.8315,0.8579,11.287
17:30:07:9760,2.9284,10.1326,0.0636,10.547
17:30:07:9840,2.3040,9.2519,-0.6168,9.554
17:30:07:9930,1.0800,8.0929,-1.8271,8.367
17:30:08:0040,-0.4140,6.5161,-3.7447,7.527
17:30:08:0130,-1.7140,4.9665,-3.6325,6.387
17:30:08:0240,-2.1885,3.6560,-0.0536,4.261
17:30:08:0330,-2.7827,2.1244,2.8678,4.526
17:30:08:0450,-7.2585,-1.7342,-1.7411,7.663
17:30:08:0530,-9.6487,-5.6397,-3.7815,11.798
17:30:08:0640,-8.5552,-8.8064,-3.0028,12.640
17:30:08:0740,-6.8200,-10.6658,-2.2517,12.858
17:30:08:0920,-7.1456,-11.6389,-1.6813,13.760
17:30:08:0960,-7.7846,-12.6619,-1.4336,14.933
17:30:08:1050,-8.8879,-16.3506,-0.9682,18.635
17:30:08:1140,-9.1207,-20.4853,-0.3709,22.427
17:30:08:1310,-9.9027,-21.6991,-1.2921,23.887
17:30:08:1340,-10.4470,-21.7108,-1.9803,24.175
17:30:08:1450,-10.1378,-19.8822,-1.9996,22.407
17:30:08:1550,-8.8387,-17.3792,-1.8174,19.582
17:30:08:1729,-7.6536,-13.4966,-1.5216,15.590
17:30:08:1810,-7.7886,-13.4389,-1.5411,15.609
17:30:08:1850,-5.1569,-6.8971,-1.7086,8.780
17:30:08:1950,-3.7391,-3.7467,-1.2597,5.441
17:30:08:2050,-2.3046,-0.9596,-0.5881,2.565
17:30:08:2140,-1.1088,1.2933,0.0284,1.704
17:30:08:2240,-0.2606,3.0543,0.4606,3.100
17:30:08:2330,0.2264,4.4251,0.5512,4.465
17:30:08:2450,0.3872,5.4935,0.3347,5.517
17:30:08:2530,0.3706,6.3290,0.1179,6.341
17:30:08:2640,0.2393,7.0055,0.1122,7.011
17:30:08:2740,0.1295,7.6037,0.2754,7.610
17:30:08:2910,0.0725,8.1611,0.4174,8.172
17:30:08:2970,0.0339,8.6158,0.4866,8.630
17:30:08:3040,0.0627,8.9889,0.3849,8.997
17:30:08:3150,0.1394,9.2883,0.2570,9.293
17:30:08:3320,0.1633,9.5053,0.3759,9.514
17:30:08:3340,0.1390,9.6740,0.5884,9.693
17:30:08:3439,0.0554,9.8047,0.9545,9.851
17:30:08:3570,-0.0053,9.9131,1.3493,10.004
17:30:08:3720,0.0204,10.0031,1.5301,10.119
17:30:08:3750,0.0804,10.0952,1.4397,10.198
17:30:08:3840,0.3166,10.2763,0.5402,10.295
17:30:08:3940,0.4678,10.4306,-0.0366,10.441
17:30:08:4060,0.5546,10.5098,-0.2701,10.528
17:30:08:4140,0.6502,10.5604,-0.4606,10.590
17:30:08:4240,0.7453,10.5402,-0.9404,10.608
17:30:08:4340,0.4080,9.9361,-1.8778,10.120
17:30:08:4470,-0.1172,9.1681,-1.0840,9.233
17:30:08:4540,-0.5897,8.5847,0.7911,8.641
17:30:08:4660,-0.8067,8.0312,2.2685,8.384
17:30:08:4740,-1.3837,6.8692,1.3922,7.144
17:30:08:4900,-5.8808,-4.7145,4.0297,8.547
17:30:08:4950,-6.4506,-12.1611,7.2124,15.541
17:30:08:5040,-2.9957,-14.9606,8.0515,17.252
17:30:08:5140,0.7349,-17.5826,5.7405,18.511
17:30:08:5320,-1.1385,-17.8518,7.3491,19.339
17:30:08:5410,-3.1230,-17.7888,8.3641,19.904
17:30:08:5460,-4.0771,-16.6383,7.9416,18.882
17:30:08:5540,-3.7114,-14.3461,6.8514,16.326
17:30:08:5709,-2.4856,-10.6575,5.7437,12.359
17:30:08:5729,-1.5781,-7.4518,4.3364,8.765
17:30:08:5840,-1.5944,-4.0200,1.8186,4.691
17:30:08:5940,-1.7159,-0.9731,0.4553,2.024
17:30:08:6090,-1.2838,1.4717,0.2605,1.970
17:30:08:6140,-0.4489,3.0295,1.0475,3.237
17:30:08:6240,0.6635,3.6726,1.7617,4.127
17:30:08:6340,1.9607,3.8043,2.2295,4.826
17:30:08:6470,2.5473,3.7295,2.4751,5.150
17:30:08:6540,2.5423,3.6416,2.4467,5.071
17:30:08:6640,2.1730,3.6388,2.3675,4.855
17:30:08:6740,1.7209,3.7948,2.2656,4.743
17:30:08:6919,1.3987,4.0605,1.7193,4.626
17:30:08:6979,1.2035,4.2857,1.1514,4.598
17:30:08:7040,1.1625,4.4643,0.3816,4.629
17:30:08:7140,1.0421,4.4888,-0.6837,4.659
17:30:08:7310,0.4699,4.0847,-1.1217,4.262
17:30:08:7350,-0.0782,3.6751,-1.2070,3.869
17:30:08:7440,-0.5917,3.1221,-0.7714,3.270
17:30:08:7550,-1.0075,2.4407,-0.0423,2.641
17:30:08:7720,-1.4306,1.4893,0.7251,2.189
17:30:08:7740,-1.7754,0.6856,1.2961,2.303
17:30:08:7830,-2.0636,-0.0634,1.4743,2.537
17:30:08:7930,-2.3306,-0.7687,1.3711,2.811
17:30:08:8050,-2.6433,-1.5977,1.0290,3.256
17:30:08:8139,-3.0056,-2.5984,0.5432,4.010
17:30:08:8240,-3.3746,-3.8311,-0.0667,5.106
17:30:08:8340,-3.5992,-5.0530,-0.6108,6.234
17:30:08:8470,-3.3713,-5.6422,-1.0273,6.652
17:30:08:8540,-2.9018,-5.5898,-1.3558,6.442
17:30:08:8650,-2.3479,-4.7655,-1.4686,5.512
17:30:08:8740,-1.8995,-3.6357,-1.2856,4.299
17:30:08:8910,-1.6501,-2.0601,-0.6718,2.724
17:30:08:8940,-1.4509,-0.7184,-0.1428,1.625
17:30:08:9040,-1.2224,0.4615,0.2168,1.324
17:30:08:9150,-0.8726,1.3216,0.2832,1.609
17:30:08:9320,-0.5132,1.5962,0.0064,1.677
17:30:08:9350,-0.1835,1.7491,-0.2663,1.779
17:30:08:9440,0.1521,1.6450,-0.5496,1.741
17:30:08:9550,0.4904,1.4319,-0.7205,1.676
17:30:08:9710,0.5889,1.2449,-0.7406,1.564
17:30:08:9740,0.6296,1.1093,-0.7438,1.477
17:30:08:9840,0.5668,1.0398,-0.7243,1.388
17:30:08:9940,0.4715,0.9481,-0.6743,1.255
17:30:09:0040,0.3621,0.7647,-0.6054,1.040
17:30:09:0130,0.2381,0.5300,-0.4968,0.764
17:30:09:0240,0.1140,0.2696,-0.3178,0.432
17:30:09:0330,-0.0391,-0.0558,-0.1091,0.129
17:30:09:0460,-0.2255,-0.4631,-0.0188,0.515
17:30:09:0530,-0.4194,-0.8160,-0.0707,0.920
17:30:09:0630,-0.5893,-1.0310,-0.2533,1.214
17:30:09:0730,-0.7536,-1.0719,-0.4861,1.398
17:30:09:0890,-0.8027,-0.9257,-0.7821,1.454
17:30:09:0920,-0.7987,-0.7819,-1.0040,1.502
17:30:09:1030,-0.6562,-0.5831,-1.0922,1.401
17:30:09:1130,-0.4050,-0.3264,-0.9671,1.098
17:30:09:1300,-0.0906,-0.0082,-0.5649,0.572
17:30:09:1330,0.2006,0.2586,-0.2027,0.385
17:30:09:1429,0.5017,0.4522,0.1156,0.685
17:30:09:1530,0.7153,0.5045,0.3434,0.940
17:30:09:1710,0.9347,0.2962,0.3594,1.044
17:30:09:1729,1.1284,0.1816,0.4340,1.223
17:30:09:1830,1.0377,0.1517,0.6142,1.215
17:30:09:1930,0.6116,0.2147,0.7576,0.997
17:30:09:2050,0.0576,0.3835,0.8156,0.903
17:30:09:2130,-0.3822,0.5578,0.7267,0.993
17:30:09:2230,-0.6348,0.6458,0.4431,1.008
17:30:09:2330,-0.7725,0.5934,0.0881,0.978
17:30:09:2450,-0.8507,0.4466,-0.2359,0.989
17:30:09:2530,-0.8880,0.2744,-0.4874,1.049
17:30:09:2630,-0.9308,0.1101,-0.6580,1.145
17:30:09:2730,-0.9778,0.0012,-0.7584,1.237
17:30:09:2900,-1.0380,-0.0403,-0.7171,1.262
17:30:09:2930,-1.0869,-0.0764,-0.6401,1.264
17:30:09:3030,-1.0869,-0.1143,-0.4972,1.201
17:30:09:3130,-1.0353,-0.1351,-0.3187,1.092
17:30:09:3300,-0.9543,-0.1152,-0.1676,0.976
17:30:09:3330,-0.8851,-0.0884,-0.0656,0.892
17:30:09:3430,-0.8284,-0.0601,-0.0344,0.831
17:30:09:3590,-0.8003,-0.0642,-0.0459,0.804
17:30:09:3710,-0.7741,-0.0503,-0.1142,0.784
17:30:09:3720,-0.7459,-0.0328,-0.1650,0.765
17:30:09:3830,-0.7188,0.0202,-0.2395,0.758
17:30:09:3940,-0.6953,0.0679,-0.3140,0.766
17:30:09:4050,-0.6799,0.0983,-0.3489,0.770
17:30:09:4140,-0.6489,0.1475,-0.3467,0.750
17:30:09:4230,-0.5820,0.2326,-0.2924,0.692
17:30:09:4330,-0.5064,0.3448,-0.2090,0.647
17:30:09:4450,-0.4067,0.4367,-0.1072,0.606
17:30:09:4530,-0.3321,0.4747,-0.0148,0.579
17:30:09:4630,-0.2455,0.4226,0.0760,0.495
17:30:09:4730,-0.1561,0.3135,0.1655,0.387
17:30:09:4900,-0.0611,0.1256,0.2202,0.261
17:30:09:4930,0.0075,-0.0433,0.2524,0.256
17:30:09:5030,0.0259,-0.2102,0.2445,0.323
17:30:09:5130,-0.0279,-0.3416,0.2053,0.400
17:30:09:5300,-0.1160,-0.3296,0.1059,0.365
17:30:09:5330,-0.1888,-0.2989,0.0198,0.354
17:30:09:5430,-0.2808,-0.2157,-0.0720,0.361
17:30:09:5530,-0.4000,-0.1467,-0.1325,0.446
17:30:09:5699,-0.5576,-0.1064,-0.0747,0.573
17:30:09:5729,-0.6812,-0.0684,-0.0106,0.685
17:30:09:5830,-0.7797,-0.0011,0.0892,0.785
17:30:09:5930,-0.8312,0.0836,0.1829,0.855
17:30:09:6040,-0.8096,0.1902,0.2468,0.867
17:30:09:6130,-0.7608,0.2893,0.2736,0.859
17:30:09:6230,-0.6560,0.3785,0.2646,0.802
17:30:09:6330,-0.5103,0.4501,0.2475,0.724
17:30:09:6460,-0.3441,0.4971,0.2242,0.645
17:30:09:6530,-0.1808,0.5362,0.1977,0.599
17:30:09:6680,-0.0099,0.5937,0.1523,0.613
17:30:09:6730,0.1365,0.6483,0.0923,0.669
17:30:09:6889,0.2354,0.6787,0.0032,0.718
17:30:09:6939,0.3097,0.6941,-0.0767,0.764
17:30:09:7040,0.3520,0.6799,-0.1832,0.787
17:30:09:7130,0.3507,0.6405,-0.3483,0.809
17:30:09:7300,0.3841,0.6333,-0.3191,0.806
17:30:09:7340,0.2481,0.3440,-0.9963,1.083
17:30:09:7460,0.1826,0.1596,-1.4557,1.476
17:30:09:7530,0.0573,-0.0007,-2.0307,2.032
17:30:09:7710,-0.3138,0.1378,-2.8324,2.853
17:30:09:7730,-0.5898,0.3090,-3.4153,3.480
17:30:09:7850,-0.8093,0.7015,-3.7319,3.883
17:30:09:7940,-0.8478,1.2708,-3.6744,3.979
17:30:09:8050,-0.6221,1.9767,-3.2434,3.849
17:30:09:8129,-0.3240,2.6515,-2.4912,3.653
17:30:09:8240,-0.1253,3.3376,-1.3261,3.594
17:30:09:8330,-0.0629,3.9660,0.1612,3.970
17:30:09:8470,0.2409,4.4888,1.5906,4.768
17:30:09:8540,0.7440,4.8996,2.3884,5.501
17:30:09:8630,1.4873,5.1147,2.3022,5.803
17:30:09:8800,2.2860,4.9022,1.5701,5.632
17:30:09:8900,3.3705,4.1092,1.6878,5.576
17:30:09:8930,4.1354,3.3263,1.7284,5.582
17:30:09:9030,3.7708,2.3094,1.5146,4.674
17:30:09:9130,2.8382,0.7137,1.4081,3.248
17:30:09:9300,0.6863,-4.0251,-0.3572,4.099
17:30:09:9330,-0.7626,-8.5648,-1.1153,8.671
17:30:09:9440,-1.2304,-12.9534,0.0711,13.012
17:30:09:9540,-1.9845,-16.5489,1.4720,16.732
17:30:09:9720,-2.7987,-17.8760,1.2712,18.138
17:30:09:9800,-3.4803,-18.5074,0.9699,18.857
17:30:09:9830,-3.7317,-17.6950,0.9100,18.107
17:30:09:9940,-3.7366,-15.9756,0.9938,16.437
17:30:10:0040,-3.6855,-13.8832,0.8444,14.389
17:30:10:0130,-3.7589,-11.7041,0.3117,12.297
17:30:10:0230,-4.2605,-9.4138,-0.7507,10.360
17:30:10:0330,-5.1977,-7.2132,-1.7438,9.060
17:30:10:0450,-6.1457,-5.0951,-2.2702,8.300
17:30:10:0530,-6.2734,-3.1192,-2.8788,7.574
17:30:10:0630,-5.2000,-1.2502,-3.5369,6.412
17:30:10:0730,-3.6785,0.3164,-3.8220,5.314
17:30:10:0900,-1.6657,1.9735,-3.7508,4.554
17:30:10:0930,-0.0403,3.4361,-3.5255,4.923
17:30:10:1030,1.1408,4.7326,-2.8300,5.631
17:30:10:1130,1.7789,5.7803,-2.1052,6.404
17:30:10:1300,1.7515,6.8000,-1.2663,7.135
17:30:10:1330,1.5609,7.6455,-0.5875,7.825
17:30:10:1429,0.9486,8.3950,-0.1010,8.449
17:30:10:1530,-0.4031,9.1966,-0.2808,9.210
17:30:10:1700,-2.0652,10.0880,-0.3642,10.304
17:30:10:1729,-3.1523,10.7491,-0.2247,11.204
17:30:10:1830,-2.9077,10.9080,0.4912,11.300
17:30:10:1930,-1.7637,10.6973,1.2672,10.915
17:30:10:2039,-0.2125,10.2910,1.8296,10.455
17:30:10:2130,1.2069,9.7280,2.1507,10.036
17:30:10:2230,2.5296,9.0446,2.0550,9.614
17:30:10:2330,3.8684,8.3010,1.5309,9.285
17:30:10:2460,5.3626,7.7244,1.3821,9.504
17:30:10:2530,6.7076,7.4086,1.3466,10.084
17:30:10:2630,7.7889,7.3031,1.1207,10.736
17:30:10:2730,8.5890,7.3045,0.8763,11.309
17:30:10:2890,8.9416,7.2996,0.4984,11.554
17:30:10:2930,9.0851,7.2601,0.1276,11.630
17:30:10:3040,8.4311,7.0321,-0.3496,10.984
17:30:10:3130,7.1672,6.6882,-1.3149,9.891
17:30:10:3300,5.4633,6.0655,-2.3932,8.507
17:30:10:3320,4.0945,5.4567,-2.8690,7.401
17:30:10:3430,2.7628,4.7986,-1.5478,5.749
17:30:10:3530,0.2751,3.9101,1.5415,4.212
17:30:10:3710,-6.9000,1.4435,-1.3679,7.181
17:30:10:3730,-13.2473,-0.8387,-3.7876,13.804
17:30:10:3830,-16.7393,-4.3860,-3.4627,17.647
17:30:10:3940,-15.9305,-9.0642,-1.8658,18.423
17:30:10:4050,-12.6044,-13.4216,-2.2263,18.546
17:30:10:4140,-10.2541,-17.4501,-3.2731,20.503
17:30:10:4230,-9.7519,-19.9856,-2.7319,22.405
17:30:10:4330,-10.3424,-20.8304,-1.4516,23.302
17:30:10:4450,-10.7275,-19.7024,-0.1673,22.434
17:30:10:4530,-10.5869,-17.8805,0.2892,20.782
17:30:10:4640,-9.9852,-15.5471,-0.0522,18.477
17:30:10:4720,-9.2942,-13.0169,-0.7435,16.012
17:30:10:4910,-8.1763,-10.1317,-1.3853,13.093
17:30:10:4940,-7.1447,-7.6687,-1.7912,10.633
17:30:10:5030,-5.8510,-5.3293,-1.7687,8.109
17:30:10:5130,-4.4894,-3.1147,-1.4389,5.650
17:30:10:5330,-3.0415,-0.7766,-1.0909,3.323
17:30:10:5340,-1.8955,1.2095,-0.8436,2.402
17:30:10:5430,-0.9606,2.9889,-0.7384,3.225
17:30:10:5530,-0.2375,4.4775,-0.8169,4.558
17:30:10:5709,0.2936,5.4595,-1.1876,5.595
17:30:10:5729,0.6735,6.2300,-1.5156,6.447
17:30:10:5830,0.8744,6.7959,-1.8814,7.105
17:30:10:5930,1.0770,7.2561,-2.2663,7.678
17:30:10:6040,1.4197,7.7152,-2.7990,8.329
17:30:10:6130,1.7781,8.1061,-3.6062,9.048
17:30:10:6230,2.0270,8.3824,-3.9523,9.487
17:30:10:6330,2.1340,8.6085,-2.7287,9.279
17:30:10:6450,2.3353,8.8286,-0.6082,9.152
17:30:10:6540,2.5858,9.1066,1.1688,9.539
17:30:10:6630,2.8457,9.4239,2.4264,10.139
17:30:10:6730,3.0200,9.5782,3.1740,10.533
17:30:10:6889,3.0880,9.6131,3.5437,10.701
17:30:10:6919,3.1021,9.6455,3.7464,10.802
17:30:10:7030,3.1002,9.6642,3.8151,10.843
17:30:10:7120,3.1999,9.7165,3.5562,10.830
17:30:10:7300,3.1846,9.9639,1.9171,10.635
17:30:10:7320,2.9384,10.1716,0.4595,10.598
17:30:10:7430,2.1035,9.9584,-0.0642,10.178
17:30:10:7540,1.2946,9.5632,0.1322,9.651
17:30:10:7710,-0.2352,8.6613,1.4881,8.791
17:30:10:7730,-1.5593,7.7707,2.4567,8.298
17:30:10:7830,-4.9455,1.4006,2.9917,5.947
17:30:10:7930,-6.2982,-10.2124,0.1879,12.000
17:30:10:8040,-4.8381,-20.0770,-0.6840,20.663
17:30:10:8129,-2.9586,-27.3623,-0.1152,27.522
17:30:10:8230,-1.4647,-29.5010,1.6431,29.583
17:30:10:8330,-0.7796,-27.3794,3.3000,27.589
17:30:10:8460,-1.0767,-23.0705,2.8054,23.265
17:30:10:8530,-2.2216,-18.9418,0.6282,19.082
17:30:10:8630,-4.1970,-15.1083,-2.5580,15.888
17:30:10:8720,-5.6357,-11.5376,-4.1924,13.508
17:30:10:8900,-5.6418,-7.7615,-4.4954,10.596
17:30:10:8930,-5.3134,-4.5823,-4.4601,8.314
17:30:10:9040,-3.9706,-1.5819,-3.5378,5.548
17:30:10:9130,-2.0790,1.0478,-2.2981,3.271
17:30:10:9300,0.1421,3.0115,-0.8466,3.131
17:30:10:9330,1.8431,4.5475,0.2920,4.916
17:30:10:9430,2.9359,5.7550,1.1469,6.562
17:30:10:9530,3.5413,6.7580,2.0203,7.893
17:30:10:9700,3.6308,7.6602,2.9130,8.964
17:30:10:9730,3.6018,8.4162,3.5578,9.822
17:30:10:9830,3.2373,9.1235,3.6684,10.353
17:30:10:9930,2.6640,9.7797,3.2748,10.652
17:30:11:0050,2.3431,10.3418,3.3478,11.120
17:30:11:0140,2.2910,10.8197,3.5673,11.621
17:30:11:0230,2.3111,11.2005,3.3002,11.903
17:30:11:0330,2.3040,11.4566,2.5169,11.954
17:30:11:0450,2.2456,11.4053,1.7533,11.756
17:30:11:0530,2.1947,11.1490,1.0881,11.415
17:30:11:0630,2.2121,10.7606,0.3890,10.993
17:30:11:0730,2.3672,10.3363,-0.4597,10.614
17:30:11:0900,2.6041,10.0784,-0.6030,10.427
17:30:11:0930,2.8075,9.7740,-0.6652,10.191
17:30:11:1030,2.7999,9.2752,-0.9563,9.736
17:30:11:1130,2.2856,8.6927,-1.5727,9.125
17:30:11:1300,0.8449,7.9467,-3.1715,8.598
17:30:11:1320,-0.4033,7.2373,-4.4356,8.498
17:30:11:1429,-1.8069,6.1796,-4.5832,7.903
17:30:11:1530,-3.1674,4.4600,-3.3087,6.393
17:30:11:1710,-6.4356,0.3541,-2.1345,6.790
17:30:11:1729,-9.5868,-3.4978,-1.6509,10.338
17:30:11:1830,-11.9853,-7.5743,-1.0296,14.215
17:30:11:1930,-10.6483,-9.5150,-0.7773,14.301
17:30:11:2050,-6.8222,-12.5245,-1.8246,14.378
17:30:11:2130,-3.1955,-15.1850,-2.4978,15.717
17:30:11:2230,-1.5278,-17.6438,-2.2888,17.857
17:30:11:2330,-3.7631,-20.2384,-2.3634,20.720
17:30:11:2450,-8.5091,-21.8644,-3.0658,23.661
17:30:11:2530,-11.6580,-21.7388,-3.5423,24.921
17:30:11:2630,-12.8822,-20.2957,-3.9015,24.353
17:30:11:2720,-13.0621,-18.1135,-4.0735,22.700
17:30:11:2890,-12.1436,-14.4299,-3.6065,19.201
17:30:11:2920,-11.1659,-10.9374,-3.0122,15.918
17:30:11:3030,-9.4536,-7.1022,-2.4690,12.079
17:30:11:3120,-7.1275,-3.5120,-2.0341,8.202
17:30:11:3300,-4.3232,-0.5611,-0.9913,4.471
17:30:11:3320,-2.0453,1.7436,-0.0212,2.688
17:30:11:3430,-0.2575,3.5081,0.8133,3.610
17:30:11:3530,1.0824,4.8719,1.3632,5.174
17:30:11:3700,2.0580,5.9095,1.5383,6.444
17:30:11:3720,2.7442,6.7470,1.6774,7.474
17:30:11:3830,3.0513,7.3809,1.7837,8.183
17:30:11:3930,2.9758,7.8668,1.8733,8.617
17:30:11:4040,2.6371,8.2601,1.9080,8.878
17:30:11:4120,2.2021,8.5855,1.8874,9.062
17:30:11:4230,1.7123,8.8486,1.8124,9.193
17:30:11:4330,1.1868,9.0630,1.7747,9.311
17:30:11:4460,0.6590,9.2573,1.8412,9.462
17:30:11:4530,0.1500,9.4117,1.9463,9.612
17:30:11:4620,-0.4965,9.5455,2.0747,9.781
17:30:11:4730,-1.3118,9.6900,2.2105,10.025
17:30:11:4900,-2.0156,9.8336,2.4186,10.325
17:30:11:4930,-2.6084,9.9465,2.6142,10.610
17:30:11:5030,-3.0000,10.0453,2.8106,10.854
17:30:11:5130,-3.1762,10.1201,2.9289,11.004
17:30:11:5290,-2.8353,10.2247,1.9900,10.796
17:30:11:5320,-2.3866,10.3222,0.9461,10.637
17:30:11:5430,-1.8353,10.3523,0.3642,10.520
17:30:11:5520,-1.4558,10.0733,0.8054,10.210
17:30:11:5699,-1.3058,8.9606,3.2832,9.632
17:30:11:5729,-1.0535,7.8775,5.6838,9.771
17:30:11:5830,-0.7185,6.8626,7.3450,10.078
17:30:11:5930,-0.9498,4.3126,7.1303,8.387
17:30:11:6040,-2.7437,-9.4306,2.7002,10.186
17:30:11:6130,-3.5709,-21.1822,-3.7046,21.798
17:30:11:6230,-1.4702,-29.8921,-5.4163,30.414
17:30:11:6330,0.8208,-31.2483,-3.2922,31.432
17:30:11:6440,2.0978,-28.0091,-1.2556,28.116
17:30:11:6520,1.6271,-23.6389,-0.0853,23.695
17:30:11:6630,-0.8121,-18.6169,0.0649,18.635
17:30:11:6720,-3.1282,-13.8871,0.0538,14.235
17:30:11:6889,-4.3989,-9.3157,-0.3301,10.307
17:30:11:6919,-5.2203,-5.4808,-0.8558,7.617
17:30:11:7030,-5.2271,-2.1214,-1.6062,5.865
17:30:11:7130,-4.4271,0.6318,-2.0155,4.905
17:30:11:7300,-2.4960,3.1026,-1.8179,4.377
17:30:11:7320,-0.7002,5.0357,-1.5700,5.321
17:30:11:7430,1.3458,6.4461,-1.0620,6.670
17:30:11:7530,2.9489,7.4453,-0.4085,8.018
17:30:11:7710,3.7724,8.1676,0.3182,9.002
17:30:11:7720,4.2829,8.7513,0.8784,9.783
17:30:11:7830,4.3238,9.2209,1.2501,10.261
17:30:11:7930,4.0433,9.5759,1.5777,10.514
17:30:11:8040,3.3817,9.8524,1.9342,10.595
17:30:11:8120,2.3150,10.1409,2.0231,10.597
17:30:11:8230,0.4723,10.5547,1.6495,10.693
17:30:11:8330,-1.4945,11.0704,1.0114,11.217
17:30:11:8440,-2.4384,11.5664,0.4271,11.828
17:30:11:8520,-2.1515,11.8777,0.0388,12.071
17:30:11:8630,-0.8112,11.9328,0.2144,11.962
17:30:11:8720,0.8950,11.8141,0.8044,11.875
17:30:11:8890,2.8191,11.5233,1.3657,11.942
17:30:11:8930,4.3839,11.2096,1.8095,12.172
17:30:11:9030,5.3325,10.5473,2.1513,12.013
17:30:11:9150,5.7609,9.6600,2.1223,11.446
17:30:11:9320,5.3188,8.4174,0.9773,10.005
17:30:11:9350,4.6723,7.2748,-0.3525,8.653
17:30:11:9430,3.6766,6.0293,-1.9409,7.324
17:30:11:9530,2.6388,4.7360,-2.1644,5.838
17:30:11:9710,0.9671,3.3770,1.3047,3.747
17:30:11:9730,-0.7786,2.0407,4.0311,4.585
17:30:11:9840,-6.5757,-1.5975,1.7372,6.986
17:30:11:9930,-12.7845,-6.7194,-2.6611,14.686
17:30:12:0050,-16.4426,-14.0530,-2.8060,21.811
17:30:12:0140,-14.8103,-18.2938,-1.5499,23.588
17:30:12:0250,-11.1351,-20.4101,-0.1808,23.251
17:30:12:0340,-8.2520,-21.7596,0.7816,23.285
17:30:12:0500,-8.3483,-21.7079,0.6977,23.268
17:30:12:0540,-7.3538,-21.1372,1.5249,22.432
17:30:12:0630,-7.6864,-19.2723,1.5159,20.804
17:30:12:0740,-7.6274,-17.1009,1.4959,18.784
17:30:12:0930,-6.6689,-14.6517,1.1892,16.142
17:30:12:0960,-5.8995,-12.5448,0.9296,13.894
17:30:12:1040,-5.0323,-10.0134,0.5282,11.219
17:30:12:1130,-4.5965,-7.1534,0.2848,8.508
17:30:12:1350,-3.0237,-0.9350,-1.2687,3.410
17:30:12:1360,-3.0774,-0.9193,-1.2224,3.437
17:30:12:1440,-2.2676,1.6826,-1.4804,3.188
17:30:12:1540,-1.1946,3.8798,-1.5249,4.336
17:30:12:1739,0.0367,5.3656,-1.3348,5.529
17:30:12:1760,0.9764,6.5263,-1.1400,6.697
17:30:12:1840,1.5784,7.1791,-0.8777,7.403
17:30:12:1940,1.9455,7.5487,-0.5398,7.814
17:30:12:2060,2.1470,7.8206,-0.1267,8.111
17:30:12:2150,2.1577,8.0657,0.3445,8.356
17:30:12:2250,1.9316,9.3787,2.3929,9.870
17:30:12:2350,1.1002,9.8037,3.1390,10.353
17:30:12:2460,0.5084,10.0186,3.3833,10.587
17:30:12:2540,0.1044,10.1972,3.4023,10.750
