time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:28:46:0100,-0.0273,1.0379,5.1933,5.296
23:28:46:0210,0.1781,0.8288,4.5709,4.649
23:28:46:0429,0.3445,0.7000,4.0098,4.085
23:28:46:0450,0.5424,0.5786,3.3197,3.413
23:28:46:0509,0.5977,0.5976,2.9491,3.068
23:28:46:0600,0.6484,0.7897,2.7472,2.931
23:28:46:0690,0.6140,1.0267,2.8215,3.065
23:28:46:0850,0.3078,1.5152,3.5000,3.826
23:28:46:0900,0.2908,1.5874,3.6221,3.965
23:28:46:0990,-0.0800,1.8123,3.9930,4.386
23:28:46:1080,-0.4774,1.9184,3.9803,4.444
23:28:46:1300,-1.2758,1.8131,3.7494,4.356
23:28:46:1320,-1.3719,1.7186,3.6663,4.275
23:28:46:1390,-1.7802,1.4177,3.2899,4.000
23:28:46:1510,-2.1475,1.0329,2.8353,3.704
23:28:46:1660,-2.8429,0.3332,2.1033,3.552
23:28:46:1680,-2.7508,0.1009,1.9598,3.379
23:28:46:1810,-2.8888,-0.3598,1.4855,3.268
23:28:46:1890,-3.1105,-0.9162,0.9041,3.366
23:28:46:2000,-3.4770,-1.4029,0.4052,3.771
23:28:46:2110,-3.7825,-1.5708,0.0300,4.096
23:28:46:2230,-4.1774,-1.5222,-0.3999,4.464
23:28:46:2300,-4.3667,-1.0963,-0.8221,4.577
23:28:46:2460,-4.0942,-0.4498,-1.3795,4.344
23:28:46:2490,-3.6050,-0.1342,-1.8168,4.039
23:28:46:2600,-2.8776,0.1899,-2.7160,3.961
23:28:46:2690,-2.1278,0.3100,-3.6290,4.218
23:28:46:2859,-0.8569,0.3904,-4.9102,5.000
23:28:46:2910,-0.7403,0.3265,-5.1073,5.171
23:28:46:3040,0.2335,0.3426,-5.5438,5.559
23:28:46:3090,1.3028,0.3573,-5.6559,5.815
23:28:46:3290,3.9197,0.5496,-4.7126,6.154
23:28:46:3310,3.9285,0.5449,-4.4812,5.984
23:28:46:3550,4.6050,0.6456,-9.4853,10.564
23:28:46:3570,4.0752,2.5190,-11.2645,12.241
23:28:46:3710,0.8015,2.0114,-3.5544,4.162
23:28:46:3730,0.7886,1.9750,-4.7862,5.237
23:28:46:3920,0.0758,1.7467,-1.4557,2.275
23:28:46:3930,-0.6017,1.7434,-1.0167,2.106
23:28:46:4110,-1.3398,1.4004,-0.8250,2.106
23:28:46:4120,-1.0574,0.9480,-0.4428,1.488
23:28:46:4190,-0.3664,0.5983,-0.0375,0.703
23:28:46:4360,-0.0006,0.6024,0.1132,0.613
23:28:46:4550,0.2240,0.4842,-0.0142,0.534
23:28:46:4560,0.4626,-0.0409,0.1235,0.481
23:28:46:4630,0.4657,-0.1795,0.2390,0.553
23:28:46:4720,0.5239,0.0645,0.0759,0.533
23:28:46:4850,0.5309,0.4323,-0.3000,0.748
23:28:46:4890,0.7497,0.5423,-0.3350,0.984
23:28:46:5010,0.7487,0.7596,-0.3496,1.122
23:28:46:5090,0.8336,0.7683,-0.2938,1.171
23:28:46:5280,1.3196,1.1581,-1.4163,2.256
23:28:46:5300,1.4313,1.4023,-1.6219,2.578
23:28:46:5480,1.2750,1.9479,-2.9538,3.761
23:28:46:5500,0.8282,2.3838,-4.2664,4.957
23:28:46:5679,-1.4396,2.8144,-4.3983,5.417
23:28:46:5709,-1.6273,2.8982,-4.0025,5.203
23:28:46:5790,-2.4036,2.6096,-1.8621,4.007
23:28:46:5900,-2.6470,2.1694,0.0077,3.422
23:28:46:6010,-2.6259,1.6628,0.7352,3.194
23:28:46:6110,-2.4392,1.1931,0.4298,2.749
23:28:46:6220,-2.5401,0.5928,0.2500,2.620
23:28:46:6290,-2.7562,0.1998,0.4081,2.793
23:28:46:6410,-3.0173,-0.2900,0.5817,3.086
23:28:46:6590,-3.0847,-0.3967,0.6217,3.172
23:28:46:6610,-3.0305,-0.3862,0.7047,3.135
23:28:46:6690,-2.7961,-0.3241,0.7632,2.917
23:28:46:6850,-2.1663,-0.2858,0.4119,2.224
23:28:46:6879,-2.1523,-0.2271,0.2835,2.183
23:28:46:6990,-1.8648,-0.0235,-0.2442,1.881
23:28:46:7120,-1.4609,0.2254,-0.6842,1.629
23:28:46:7280,-0.4346,0.7364,-0.9772,1.298
23:28:46:7350,-0.2836,0.8751,-0.9947,1.355
23:28:46:7410,0.3168,1.1265,-0.7773,1.405
23:28:46:7560,0.8670,1.1558,-0.5022,1.530
23:28:46:7660,1.4877,0.7685,-0.0089,1.674
23:28:46:7680,1.3980,0.7373,0.0295,1.581
23:28:46:7790,1.4031,0.5063,0.1729,1.502
23:28:46:7890,1.2456,0.3440,0.2854,1.323
23:28:46:8000,1.1709,0.2304,0.3013,1.231
23:28:46:8090,1.1527,0.2035,0.2769,1.203
23:28:46:8179,1.1503,0.2154,0.1839,1.185
23:28:46:8290,1.1595,0.2893,0.0917,1.199
23:28:46:8490,1.1303,0.3595,0.1719,1.198
23:28:46:8510,1.0120,0.4028,0.3540,1.145
23:28:46:8590,0.7989,0.3934,0.7756,1.181
23:28:46:8690,0.5673,0.4133,1.1861,1.378
23:28:46:8850,0.2618,0.4367,1.8815,1.949
23:28:46:8880,0.0945,0.5276,1.9492,2.022
23:28:46:8990,-0.2376,0.5643,2.0741,2.163
23:28:46:9100,-0.4783,0.6623,1.9682,2.131
23:28:46:9280,-0.6934,1.1107,1.2295,1.796
23:28:46:9290,-0.8185,1.2427,1.0072,1.797
23:28:46:9410,-1.1293,1.7244,0.8502,2.230
23:28:46:9490,-1.3556,2.2419,1.0042,2.806
23:28:46:9660,-1.7341,2.6986,1.5727,3.572
23:28:46:9690,-1.7347,2.7594,1.5971,3.630
23:28:46:9790,-1.8018,2.6391,1.7171,3.628
23:28:46:9890,-1.7432,2.4826,1.5092,3.388
23:28:47:0000,-1.6902,2.3972,0.8767,3.061
23:28:47:0090,-1.8182,2.5555,0.3120,3.152
23:28:47:0190,-2.0915,2.7919,-0.2031,3.494
23:28:47:0360,-2.2258,2.8822,-0.7629,3.721
23:28:47:0410,-2.0963,2.4350,-1.8382,3.702
23:28:47:0580,-1.8459,1.7655,-2.6108,3.652
23:28:47:0600,-1.4769,0.5936,-3.7864,4.107
23:28:47:0690,-1.1844,-0.3680,-5.0372,5.188
23:28:47:0859,-0.1996,-1.8287,-7.2484,7.478
23:28:47:0900,0.0430,-2.0545,-7.5431,7.818
23:28:47:0990,0.9174,-2.4388,-8.5179,8.908
23:28:47:1090,1.4451,-2.3834,-9.5262,9.926
23:28:47:1270,2.6086,-1.5391,-12.1760,12.547
23:28:47:1290,2.7739,-1.4262,-12.5321,12.914
23:28:47:1419,2.8725,-1.2837,-12.5457,12.934
23:28:47:1620,2.7801,-1.4485,-12.2071,12.603
23:28:47:1719,2.0535,-3.0221,-10.9468,11.540
23:28:47:1739,2.1807,-3.0476,-10.9166,11.542
23:28:47:1810,1.6784,-3.8190,-9.7773,10.630
23:28:47:1890,1.2806,-4.6378,-8.9488,10.160
23:28:47:2000,0.7912,-5.6180,-8.3555,10.100
23:28:47:2080,0.3790,-6.2510,-8.0254,10.180
23:28:47:2230,0.0543,-6.9598,-7.4710,10.211
23:28:47:2440,-0.0559,-7.4079,-6.8551,10.093
23:28:47:2460,0.1082,-7.8383,-6.2371,10.018
23:28:47:2480,0.3378,-7.7673,-6.3121,10.014
23:28:47:2600,0.4273,-7.3104,-6.8982,10.060
23:28:47:2690,0.6152,-6.0828,-6.6373,9.024
23:28:47:2849,1.4541,-3.2065,-2.7093,4.443
23:28:47:3030,1.7032,-2.6921,-1.6901,3.606
23:28:47:3050,2.4997,-1.9220,0.6353,3.217
23:28:47:3080,5.1235,-2.4738,14.0492,15.158
23:28:47:3380,9.2574,-6.7129,17.9059,21.246
23:28:47:3400,8.7019,-6.2347,10.7622,15.180
23:28:47:3410,5.5293,-3.4769,1.4969,6.701
23:28:47:3500,1.6042,-0.7105,4.5206,4.849
23:28:47:3730,-0.8605,1.8760,10.5521,10.752
23:28:47:3750,-1.3781,2.5163,10.3133,10.705
23:28:47:3930,-2.8939,3.0719,9.3990,10.303
23:28:47:3950,-6.0441,2.0496,6.7373,9.280
23:28:47:4089,-10.6021,-0.5568,3.6889,11.239
23:28:47:4110,-9.0479,-2.0566,4.1946,10.183
23:28:47:4300,-4.5708,-1.7896,5.9367,7.703
23:28:47:4310,-1.1482,0.2201,5.2268,5.356
23:28:47:4490,1.5764,3.0555,4.0569,5.318
23:28:47:4510,2.3565,4.1355,2.4865,5.370
23:28:47:4660,2.1457,5.0265,0.3335,5.476
23:28:47:4680,2.1929,5.5313,-1.2650,6.083
23:28:47:4850,2.0585,7.0384,-3.6971,8.212
23:28:47:4880,1.2894,7.4146,-4.4474,8.742
23:28:47:5020,-1.3733,7.7199,-5.4482,9.548
23:28:47:5110,-4.9305,7.0543,-7.5235,11.431
23:28:47:5270,-7.1396,5.4748,-7.9282,11.992
23:28:47:5300,-7.8479,5.1399,-8.2594,12.499
23:28:47:5460,-10.0156,4.6702,-8.4427,13.907
23:28:47:5480,-11.8379,3.5015,-9.5526,15.609
23:28:47:5669,-13.1354,1.5595,-6.2166,14.616
23:28:47:5709,-13.2292,1.9677,-6.3188,14.792
23:28:47:5790,-13.2647,8.0743,-5.8596,16.598
23:28:47:5900,-12.3371,11.4600,-4.6934,17.480
23:28:47:6020,-6.0712,5.1491,-3.9919,8.906
23:28:47:6190,-1.1028,1.1748,-6.9816,7.165
23:28:47:6200,1.6077,-0.8331,-9.1856,9.362
23:28:47:6390,-1.8494,-1.6541,-8.6545,9.003
23:28:47:6410,-6.5425,-0.1086,-2.2365,6.915
23:28:47:6490,-10.8205,0.2769,-0.1835,10.826
23:28:47:6620,-14.8640,-2.3958,0.7419,15.074
23:28:47:6780,-15.9223,-3.5296,-3.2479,16.629
23:28:47:6979,-0.2325,-2.1860,-3.0503,3.760
23:28:47:7000,2.9733,-2.2211,-2.5256,4.489
23:28:47:7000,10.8841,-1.4959,-1.6698,11.113
23:28:47:7090,18.0844,-1.3607,2.4965,18.307
23:28:47:7350,12.4379,-0.9972,9.3600,15.598
23:28:47:7370,12.3213,-0.4682,10.3223,16.080
23:28:47:7440,10.0665,-0.1603,9.0488,13.537
23:28:47:7530,3.8943,0.0573,5.7063,6.909
23:28:47:7820,3.2096,1.1559,5.4662,6.443
23:28:47:7830,3.2415,1.0374,5.3729,6.360
23:28:47:7840,2.9764,0.1300,5.3376,6.113
23:28:47:7890,1.9756,-1.1644,5.0637,5.559
23:28:47:8010,1.2912,-2.1379,4.6496,5.278
23:28:47:8090,0.5196,-2.6501,3.7181,4.595
23:28:47:8189,-0.1442,-2.8224,3.1321,4.219
23:28:47:8310,-0.5386,-2.4367,3.7703,4.521
23:28:47:8410,0.8942,-0.3714,3.6554,3.781
23:28:47:8490,2.3801,1.0769,2.8386,3.858
23:28:47:8580,2.9196,2.3737,2.5785,4.562
23:28:47:8690,2.6981,2.8293,2.7351,4.771
23:28:47:8860,1.1691,2.2159,2.2406,3.361
23:28:47:8880,0.6247,2.0751,1.9233,2.897
23:28:47:9000,-0.0712,1.6665,1.4871,2.235
23:28:47:9080,-0.5421,1.4212,0.9070,1.771
23:28:47:9300,-1.5743,1.2847,-0.3772,2.067
23:28:47:9320,-1.6782,1.3898,-0.7003,2.289
23:28:47:9390,-2.0975,1.6715,-1.3601,3.007
23:28:47:9500,-2.1381,2.2487,-0.4594,3.137
23:28:47:9670,-0.0199,2.4950,0.3118,2.514
23:28:47:9690,0.5267,2.5952,0.5701,2.709
23:28:47:9790,1.0913,2.0810,0.8036,2.483
23:28:47:9880,1.1409,1.3875,0.6245,1.902
23:28:48:0000,1.2072,0.4460,1.0976,1.691
23:28:48:0090,0.8576,-0.3682,1.6410,1.888
23:28:48:0200,0.2487,-1.0239,1.0658,1.499
23:28:48:0300,-0.5802,-1.8451,0.5344,2.007
23:28:48:0500,-0.4339,-3.2767,1.8450,3.785
23:28:48:0520,0.3390,-4.9517,2.6490,5.626
23:28:48:0600,1.0365,-7.7802,1.4563,7.983
23:28:48:0690,2.1581,-10.1101,0.1665,10.339
23:28:48:1019,-2.6277,-15.8279,-4.9016,16.777
23:28:48:1040,-4.4578,-19.0239,-6.2968,20.529
23:28:48:1060,-6.1104,-23.6191,-7.7885,25.610
23:28:48:1100,-4.4089,-27.4974,-6.1782,28.526
23:28:48:1310,5.1127,-36.4936,8.3813,37.791
23:28:48:1510,6.5124,-35.9817,7.8042,37.390
23:28:48:1540,7.5089,-35.4428,8.2046,37.147
23:28:48:1550,4.8488,-28.6534,-3.8400,29.313
23:28:48:1660,1.1129,-11.9912,-0.7644,12.067
23:28:48:1680,1.8420,-9.6982,-0.1421,9.873
23:28:48:1800,2.9538,-1.8900,-0.0290,3.507
23:28:48:1990,2.9257,4.8648,-0.4903,5.698
23:28:48:2010,1.5941,8.9847,-0.2639,9.129
23:28:48:2090,1.4933,10.1611,2.1203,10.487
23:28:48:2260,2.8759,15.6037,34.0654,37.579
23:28:48:2460,6.4451,12.3816,7.2001,15.706
23:28:48:2480,5.4924,9.9480,-6.4195,13.051
23:28:48:2490,6.2161,12.3853,-2.0817,14.013
23:28:48:2600,6.4650,13.8387,4.8665,16.031
23:28:48:2690,5.6081,12.0916,6.3221,14.752
23:28:48:2930,2.6445,10.7159,0.4483,11.046
23:28:48:2950,1.9293,10.5637,-0.3661,10.745
23:28:48:3010,1.1861,10.2144,-0.8888,10.321
23:28:48:3090,2.2274,10.4414,-1.7649,10.821
23:28:48:3270,5.9075,12.1165,-5.8592,14.698
23:28:48:3290,6.4309,12.3554,-6.3462,15.306
23:28:48:3390,8.2844,11.7028,-6.4071,15.705
23:28:48:3580,9.8556,10.1074,-4.4116,14.790
23:28:48:3670,4.6441,9.9302,-1.8430,11.116
23:28:48:3690,4.5410,9.9170,-1.6877,11.037
23:28:48:3790,2.0872,10.0730,-0.4920,10.299
23:28:48:3900,1.3126,10.0140,-0.0473,10.100
23:28:48:4000,0.7108,10.0732,0.5085,10.111
23:28:48:4079,0.1616,10.0830,1.1966,10.155
23:28:48:4190,-2.2038,10.1257,4.1435,11.160
23:28:48:4300,-3.3320,9.9840,5.8937,12.063
23:28:48:4420,-1.9547,9.6744,3.9907,10.646
23:28:48:4590,-0.9242,9.5377,2.2832,9.851
23:28:48:4610,-0.3201,9.5147,1.1064,9.584
23:28:48:4720,-0.3308,9.4529,0.9388,9.505
23:28:48:4950,-0.3183,9.4340,0.8252,9.475
23:28:48:4970,-0.2888,9.4363,0.6870,9.466
23:28:48:4990,-0.2743,9.4811,0.5179,9.499
23:28:48:5090,-0.2695,9.4719,0.3281,9.481
23:28:48:5260,-0.4081,9.3845,0.1278,9.394
23:28:48:5290,-0.4484,9.3623,-0.0059,9.373
23:28:48:5390,-0.5769,9.3185,-0.1496,9.338
23:28:48:5570,-0.7298,9.3440,-0.2223,9.375
23:28:48:5669,-0.9695,9.3547,-0.2320,9.408
23:28:48:5689,-1.0806,9.3388,-0.3625,9.408
23:28:48:5820,-1.1614,9.3083,-0.4882,9.393
23:28:48:5890,-1.2318,9.2464,-0.5285,9.343
23:28:48:6000,-1.3325,9.2248,-0.3982,9.329
23:28:48:6100,-1.3856,9.1785,-0.4070,9.291
23:28:48:6190,-1.4569,9.1025,-0.3401,9.225
23:28:48:6280,-1.6098,8.3906,1.8239,8.736
23:28:48:6460,-1.9681,6.0868,10.0400,11.905
23:28:48:6480,-1.6374,5.2204,8.9255,10.469
23:28:48:6700,-0.7162,4.5649,4.8315,6.685
23:28:48:6710,0.1285,4.2595,1.5505,4.535
23:28:48:6929,1.5411,4.3294,-2.5919,5.276
23:28:48:6939,2.3538,3.5764,-2.1813,4.805
23:28:48:7120,8.2752,-1.3795,14.2116,16.503
23:28:48:7140,15.1113,-11.1573,27.0887,32.964
23:28:48:7280,2.4858,-12.6895,-20.1583,23.949
23:28:48:7300,-1.3339,-12.5983,-20.3219,23.947
23:28:48:7500,7.1895,-18.4872,-9.7035,22.082
23:28:48:7520,47.8129,-34.8284,18.5329,61.988
23:28:48:7700,-1.4174,-29.6730,10.6383,31.554
23:28:48:7720,-7.5973,-28.4700,5.7386,30.020
23:28:48:7910,-12.2773,-19.1450,1.0149,22.766
23:28:48:7930,-10.5144,-12.5819,-5.0675,17.162
23:28:48:8000,-5.4034,-8.6594,-5.7126,11.697
23:28:48:8100,0.5707,-6.2942,-1.3716,6.467
23:28:48:8189,3.3134,-3.6539,1.1202,5.058
23:28:48:8290,3.3249,-3.7479,1.0258,5.114
23:28:48:8510,-3.1583,-2.9235,-3.5813,5.599
23:28:48:8520,-1.3046,-1.8203,-2.7477,3.545
23:28:48:8580,0.1238,0.4301,-2.4583,2.499
23:28:48:8690,-0.7383,0.6149,-2.9681,3.120
23:28:48:8890,1.3053,1.7453,0.6996,2.289
23:28:48:8910,2.2972,1.5628,1.0027,2.954
23:28:48:8990,7.2611,-0.0520,2.5329,7.690
23:28:48:9100,8.6459,-2.5017,2.6463,9.382
23:28:48:9260,7.8463,-7.4239,5.6489,12.190
23:28:48:9360,7.3650,-8.6015,6.1255,12.874
23:28:48:9380,4.9133,-10.6573,5.0379,12.771
23:28:48:9570,2.2013,-10.1968,3.4633,10.992
23:28:48:9680,0.4438,-3.9305,0.8054,4.037
23:28:48:9700,0.3163,-4.1265,0.8004,4.215
23:28:48:9880,-2.6417,2.3521,-0.9271,3.657
23:28:48:9900,-5.0225,12.1857,-1.6566,13.284
23:28:49:0130,-5.9149,19.7802,-2.8829,20.846
23:28:49:0150,-4.6148,17.5051,-0.8151,18.122
23:28:49:0320,-2.8934,7.3881,3.5571,8.695
23:28:49:0340,-1.6592,-0.0794,0.0485,1.662
23:28:49:0429,1.1099,-1.8878,1.4596,2.632
23:28:49:0630,2.6002,-0.7040,2.2794,3.529
23:28:49:0650,3.1213,1.5369,2.0365,4.031
23:28:49:0680,2.2897,2.7253,1.8841,4.027
23:28:49:0850,-1.2904,2.8143,1.3260,3.368
23:28:49:0880,-1.3725,2.7186,1.4036,3.353
23:28:49:0980,-1.9973,1.6181,0.7934,2.690
23:28:49:1090,-1.5777,1.0525,-0.0599,1.898
23:28:49:1250,-0.4544,1.9108,-0.1150,1.967
23:28:49:1290,-0.5026,2.0449,-0.0568,2.107
23:28:49:1400,-0.2606,2.4707,-0.5821,2.552
23:28:49:1590,-0.0523,2.0220,-0.2933,2.044
23:28:49:1650,0.3997,0.9045,0.3675,1.055
23:28:49:1700,1.6746,1.1151,0.1453,2.017
23:28:49:1790,1.0037,0.3174,0.5551,1.190
23:28:49:1900,1.3201,-0.1521,0.5077,1.423
23:28:49:2000,2.2001,-1.0947,0.8279,2.593
23:28:49:2090,4.1702,-1.8279,0.5241,4.583
23:28:49:2200,5.1449,-2.0883,0.2506,5.558
23:28:49:2300,2.0109,-2.2654,0.9977,3.189
23:28:49:2410,2.0267,-2.2342,0.9823,3.172
23:28:49:2490,0.0890,-1.7289,0.6518,1.850
23:28:49:2730,0.0560,-1.8796,0.2304,1.895
23:28:49:2760,0.0846,-1.7282,0.3442,1.764
23:28:49:2849,0.8580,-1.4134,-0.0658,1.655
23:28:49:2890,0.9991,-1.3616,-0.0754,1.690
23:28:49:2990,2.0844,-2.0724,-0.9269,3.082
23:28:49:3090,1.8104,-1.5093,0.1650,2.363
23:28:49:3260,1.3437,-1.1573,-0.8415,1.963
23:28:49:3280,1.0579,-0.9226,-1.0002,1.724
23:28:49:3390,0.5212,-0.6339,-1.1751,1.433
23:28:49:3500,0.0439,-0.7514,-1.2793,1.484
23:28:49:3760,-0.2567,-0.4549,-1.9976,2.065
23:28:49:3780,-0.3319,-0.3094,-2.0267,2.077
23:28:49:3790,-0.7260,-0.0273,-1.7926,1.934
23:28:49:3880,-1.0403,0.3208,-1.6090,1.943
23:28:49:4000,-1.3413,0.2115,-1.6506,2.137
23:28:49:4110,-1.4130,0.0064,-1.1878,1.846
23:28:49:4200,-1.3920,-0.3898,-1.1519,1.848
23:28:49:4280,-1.0417,-1.0886,-1.1138,1.874
23:28:49:4420,-0.5628,-0.5367,-1.6278,1.804
23:28:49:4490,-0.4286,-0.4632,-0.3894,0.742
23:28:49:4660,-0.1380,-0.1532,-0.5885,0.624
23:28:49:4700,-0.2619,-0.1438,-0.6901,0.752
23:28:49:4860,-0.4393,-0.7214,0.1731,0.862
23:28:49:4880,-0.6472,-0.6898,0.3057,0.994
23:28:49:4990,-1.2641,-0.3822,0.3832,1.375
23:28:49:5100,-1.2638,-0.2275,0.4562,1.363
23:28:49:5260,-0.8868,-0.6833,-0.1161,1.126
23:28:49:5290,-0.8416,-0.7474,-0.1081,1.131
23:28:49:5390,-0.8898,-0.7709,-0.0588,1.179
23:28:49:5480,-1.0221,-0.5643,-0.0096,1.168
23:28:49:5719,-0.8759,0.0486,-0.1967,0.899
23:28:49:5740,-0.8731,0.0706,-0.1879,0.896
23:28:49:5790,-0.5227,0.4529,-0.5761,0.900
23:28:49:5910,-0.2136,0.6427,-0.7145,0.985
23:28:49:6010,-0.0933,0.6486,-0.7235,0.976
23:28:49:6090,-0.2059,0.5718,-0.7330,0.952
23:28:49:6210,-0.4670,0.5086,-0.8557,1.100
23:28:49:6290,-0.6723,0.5671,-1.0235,1.349
23:28:49:6400,-0.9124,0.8463,-1.1143,1.670
23:28:49:6490,-0.8660,1.2436,-1.0384,1.837
23:28:49:6620,-0.6730,1.1490,-1.0188,1.677
23:28:49:6710,-0.5928,0.5685,-1.0180,1.308
23:28:49:6860,-0.3444,-0.1298,-1.0100,1.075
23:28:49:6879,-0.3638,-0.2713,-0.9611,1.063
23:28:49:6979,-0.4960,-0.3141,-0.8333,1.019
23:28:49:7090,-0.7283,-0.0318,-0.9250,1.178
23:28:49:7250,-1.1486,-0.1691,-0.7057,1.359
23:28:49:7280,-1.2380,-0.1052,-0.5142,1.345
23:28:49:7400,-1.0766,-0.0842,-0.3068,1.123
23:28:49:7500,-0.0098,0.1531,-0.5629,0.583
23:28:49:7790,1.7916,-1.3820,0.7547,2.385
23:28:49:7810,2.1209,-1.6802,1.0881,2.916
23:28:49:7820,3.4072,-2.8325,1.6564,4.730
23:28:49:7890,5.1108,-3.9685,2.3721,6.892
23:28:49:8020,7.2938,-5.1583,3.1713,9.480
23:28:49:8100,8.9359,-6.1315,3.9591,11.538
23:28:49:8230,10.1976,-7.9384,4.5788,13.710
23:28:49:8460,10.5028,-9.7309,4.5881,15.035
23:28:49:8480,10.3644,-10.3206,3.9806,15.159
23:28:49:8500,9.4947,-9.2710,3.2250,13.657
23:28:49:8640,8.5444,-7.5365,2.0774,11.581
23:28:49:8690,7.5123,-5.9250,0.5410,9.583
23:28:49:8880,5.8695,-2.7793,-2.6861,7.028
23:28:49:8890,5.2834,-2.0321,-3.0349,6.423
23:28:49:9090,3.9552,-0.7572,-3.6732,5.451
23:28:49:9110,3.4070,-0.3793,-5.3194,6.328
23:28:49:9270,1.0092,-0.7306,-5.2106,5.357
23:28:49:9290,0.7183,-0.3655,-6.7063,6.755
23:28:49:9390,-0.5116,-1.1992,-8.8393,8.935
23:28:49:9510,-1.9905,-1.4268,-7.9977,8.364
23:28:49:9680,-3.6948,0.6789,-7.5033,8.391
23:28:49:9700,-4.2750,1.1305,-6.6817,8.012
23:28:49:9790,-5.1903,2.7950,-1.9882,6.221
23:28:49:9890,-4.7557,4.8670,2.1857,7.147
23:28:50:0010,-6.7711,6.0492,2.6371,9.455
23:28:50:0090,-9.2379,6.5071,3.1071,11.719
23:28:50:0230,-12.3312,6.7530,3.2471,14.429
23:28:50:0420,-15.0462,7.1563,2.8786,16.908
23:28:50:0450,-15.0245,7.3907,1.1743,16.785
23:28:50:0490,-14.1493,7.2867,-0.6670,15.929
23:28:50:0650,-12.6775,6.7076,-3.4026,14.741
23:28:50:0690,-11.0189,5.8072,-5.1596,13.482
23:28:50:0850,-9.0613,4.5433,-6.5389,12.063
23:28:50:0880,-8.4770,4.4097,-6.6844,11.661
23:28:50:0990,-7.5313,4.3420,-6.4284,10.812
23:28:50:1080,-7.3067,4.5620,-5.3850,10.159
23:28:50:1250,-7.4086,5.1530,-2.9880,9.506
23:28:50:1280,-7.2849,5.3221,-2.2091,9.288
23:28:50:1419,-6.8418,5.5061,-0.9215,8.830
23:28:50:1630,-6.3679,5.5938,0.2633,8.480
23:28:50:1670,-5.9738,5.5900,1.4055,8.301
23:28:50:1680,-5.6253,5.6175,1.9538,8.186
23:28:50:1790,-5.1681,5.6643,2.6698,8.119
23:28:50:2010,-4.6928,5.8111,3.2861,8.160
23:28:50:2030,-4.0143,6.1533,4.1111,8.419
23:28:50:2090,-3.3766,6.3065,4.8123,8.622
23:28:50:2190,-2.9089,6.3123,5.2644,8.719
23:28:50:2290,-2.5395,6.3903,5.6072,8.873
23:28:50:2410,-2.7922,6.4034,5.6422,8.980
23:28:50:2490,-2.8086,6.3387,5.5417,8.876
23:28:50:2620,-2.6952,6.3727,5.1114,8.602
23:28:50:2810,-2.4099,6.4184,4.2880,8.086
23:28:50:2870,-2.3138,5.9909,2.2390,6.801
23:28:50:2880,-2.5846,5.5466,2.5703,6.637
23:28:50:2990,-5.5311,4.5595,0.1971,7.171
23:28:50:3080,-5.9308,3.0528,-1.9122,6.939
23:28:50:3260,-2.3533,0.6585,1.9522,3.128
23:28:50:3280,-2.1462,-0.0953,2.6819,3.436
23:28:50:3390,0.1534,-6.8162,1.6487,7.014
23:28:50:3479,3.4960,-25.1210,-5.8421,26.027
23:28:50:3670,13.9195,-33.9857,-24.8810,44.360
23:28:50:3900,13.7335,-34.1532,-23.6847,43.772
23:28:50:3930,9.6358,-28.5322,-14.5324,33.438
23:28:50:3940,7.7808,-19.6626,-11.2976,23.975
23:28:50:4000,5.2109,-10.5775,-8.8186,14.724
23:28:50:4089,3.7993,-5.5943,-7.6213,10.189
23:28:50:4190,3.5207,-1.3854,-6.5878,7.597
23:28:50:4360,7.1628,1.1948,-9.8763,12.259
23:28:50:4550,9.8454,2.0867,-14.3547,17.531
23:28:50:4570,7.4658,1.8834,-12.3534,14.556
23:28:50:4590,3.7778,1.7648,-5.5431,6.936
23:28:50:4740,3.8750,1.7112,-2.9278,5.149
23:28:50:4890,8.9104,0.5113,-8.0454,12.016
23:28:50:4910,10.2093,-0.0136,-9.3266,13.828
23:28:50:5080,9.5567,-0.6302,-9.0768,13.195
23:28:50:5090,6.5052,-1.0145,-7.0302,9.632
23:28:50:5360,1.7020,-1.3567,-6.0928,6.470
23:28:50:5380,1.0485,-1.5679,-6.1500,6.433
23:28:50:5400,-0.3229,-2.4121,-5.9160,6.397
23:28:50:5490,-0.9716,-3.1508,-5.4528,6.372
23:28:50:5679,-1.1399,-2.7732,-4.1585,5.127
23:28:50:5699,-1.2773,-2.7016,-4.2362,5.184
23:28:50:5790,-1.5898,-1.7426,-3.0290,3.839
23:28:50:5890,-1.6607,-1.0979,-2.2438,3.000
23:28:50:6000,-1.5294,-0.3127,-1.6940,2.304
23:28:50:6090,-1.5481,0.3574,-1.1809,1.980
23:28:50:6190,-1.6951,0.9308,-0.3620,1.967
23:28:50:6280,-1.8191,1.3594,0.3423,2.297
23:28:50:6410,-1.8343,1.7376,0.8876,2.678
23:28:50:6530,-1.9942,1.9050,0.7487,2.858
23:28:50:6590,-2.1842,2.0484,0.1991,3.001
23:28:50:6760,-2.2500,2.1175,-0.2920,3.103
23:28:50:6850,-2.2666,2.0015,-0.0785,3.025
23:28:50:6879,-2.1788,1.9507,0.1721,2.930
23:28:50:7000,-2.2146,1.9677,0.8576,3.084
23:28:50:7080,-2.2842,2.0718,1.6279,3.487
23:28:50:7250,-2.5097,2.3909,3.2138,4.727
23:28:50:7280,-2.3931,2.4013,3.5443,4.905
